연도,"	시도","	시군구","	해수욕장명","	개장일","	폐장일	"
2015,'강원도','강릉시','송 정', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','옥 계', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','금 진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','정동진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','등 명', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','안 인', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','염 전', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','남항진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','안 목', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','강 문', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','사근진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','순 긋', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','사 천', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','사천진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','하 평', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','연 곡', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','영 진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','주문진', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','경 포', 2015-07-10 , 2015-08-23 
2015,'강원도','강릉시','도 직', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','망 상', 2015-07-10 , 2015-08-23 
2015,'강원도','삼척시','원 평', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','궁 촌', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','덕 산', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','하 맹 방', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','상 맹 방', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','한 재 밑', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','작은후진', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','증 산', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','맹 방', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','삼 척', 2015-07-10 , 2015-08-16 
2015,'강원도','속초시','등 대', 2015-07-10 , 2015-08-23 
2015,'강원도','속초시','외옹치', 2015-07-10 , 2015-08-23 
2015,'강원도','속초시','속 초', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','어 달', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','대 진', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','노 봉', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','추 암', 2015-07-10 , 2015-08-23 
2015,'강원도','동해시','리조트해수욕장', 2015-07-10 , 2015-08-23 
2015,'강원도','삼척시','문 암', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','화 진 포', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','용 화', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','장 호', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','임 원', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','백 도', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','오 분', 2015-07-10 , 2015-08-16 
2015,'강원도','삼척시','부 남', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','송 지 호', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','봉 수 대', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','삼 포', 2015-07-10 , 2015-08-16 
2015,'강원도','고성군','송지호오토캠핑장', 2015-07-10 , 2015-08-16 
2015,'강원도','양양군','원 포', 2015-07-11 , 2015-08-23 
2015,'강원도','고성군','공현 2리', 2015-07-10 , 2015-08-16 
