접수일자,제작사,차명,모델년도
2021-10-06,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-10-06,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-10-06,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-10-06,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017
2021-10-06,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021
2021-10-06,현대자동차(주),그랜저(GRANDEUR),2009
2021-10-06,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-10-06,한국지엠(주),트레일블레이저 1.35 TURBO FWD,2022
2021-10-06,르노코리아자동차 주식회사,SM6,2016
2021-10-06,현대자동차(주),그랜저(GRANDEUR),2012
2021-10-06,다임러트럭코리아(주),Actros,2017
2021-10-07,쌍용자동차(주),렉스턴스포츠,2018
2021-10-06,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021
2021-10-06,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2018
2021-10-06,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-10-06,기아주식회사,K5,2011
2021-10-06,한국지엠(주),말리부 2.0 TURBO,2017
2021-10-06,현대자동차(주),G80,2017
2021-10-06,현대자동차(주),싼타페(SANTAFE),2013
2021-10-06,비엠더블유코리아(주),BMW 320d EfficientDynamics Edition,2016
2021-10-05,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-10-05,기아주식회사,니로 하이브리드,2020
2021-10-05,(주)에이엠티코리아,에이엠티2.7톤차량운반트럭,2021
2021-10-05,폭스바겐그룹코리아 주식회사,A3 40 TFSI,2018
2021-10-05,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-10-05,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2017
2021-10-05,기아주식회사,스포티지,2016
2021-10-05,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-10-05,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2021-10-05,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021
2021-10-05,기아주식회사,니로 하이브리드,2020
2021-10-05,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-05,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2016
2021-10-05,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-05,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-10-05,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2017
2021-10-05,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-10-05,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-10-05,현대자동차(주),투싼(TUCSON),2021
2021-10-05,현대자동차(주),G80,2022
2021-10-05,혼다코리아(주),ODYSSEY,2019
2021-10-05,스텔란티스코리아주식회사,짚 체로키 2.4,2019
2021-10-06,비엠더블유코리아(주),BMW 118d,2017
2021-10-06,비엠더블유코리아(주),BMW X5 xDrive30d,2015
2021-10-06,폭스바겐그룹코리아 주식회사,Q7 55 TFSI quattro,2021
2021-10-06,기아주식회사,쏘렌토,2021
2021-10-06,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-10-06,폭스바겐그룹코리아 주식회사,A7 55 TFSI quattro,2021
2021-10-06,메르세데스벤츠코리아(주),Mercedes-Benz E450 4MATIC Coupe,2021
2021-10-01,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2021-10-06,기아주식회사,K5,2017
2021-10-06,르노코리아자동차 주식회사,XM3,2020
2021-10-05,비엠더블유코리아(주),BMW X6 xDrive30d M Sport Package,2020
2021-10-05,현대자동차(주),팰리세이드(PALISADE),2019
2021-10-06,현대자동차(주),베뉴(VENUE),2020
2021-10-01,(주)한국쓰리축,한국쓰리축8.5톤트럭,2018
2021-10-06,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2021-10-06,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2021-10-05,현대자동차(주),넥쏘 (NEXO) 수소전기차,2020
2021-10-05,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-10-05,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-10-01,기아주식회사,카니발 리무진,2016
2021-10-05,현대자동차(주),팰리세이드(PALISADE),2022
2021-10-06,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-10-05,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,르노삼성자동차(주),QM3,2014
2021-09-30,쌍용자동차(주),렉스턴스포츠 칸,2020
2021-10-01,기아주식회사,K5,2016
2021-10-01,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2016
2021-09-30,쌍용자동차(주),렉스턴스포츠 칸,2021
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-30,비엠더블유코리아(주),BMW 520d,2010
2021-10-01,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-10-01,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-10-01,기아주식회사,K5,2016
2021-10-01,(주)볼보자동차코리아,볼보 XC40B4 AWD,2021
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,기아주식회사,K3,2013
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-30,기아주식회사,봉고Ⅲ 1톤 EV,2021
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,비엠더블유코리아(주),BMW 520d,2016
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-10-01,기아주식회사,K5,2011
2021-09-30,이탈로모토(유),SEI GIORNI,2022
2021-10-01,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-10-05,(주)케이씨이피중공업,KCP4톤복합식하수구청소차,2018
2021-10-01,폭스바겐그룹코리아 주식회사,Q7 50 TDI quattro,2021
2021-10-01,현대자동차(주),그랜저(GRANDEUR),2017
2021-10-01,현대자동차(주),베뉴(VENUE),2020
2021-10-01,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-10-01,현대자동차(주),코나 하이브리드(KONA HYBRID),2020
2021-09-30,혼다코리아(주),ODYSSEY,2020
2021-10-01,현대자동차(주),팰리세이드(PALISADE),2020
2021-09-30,르노코리아자동차 주식회사,XM3,2020
2021-10-01,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-09-30,기아주식회사,K7,2020
2021-09-29,현대자동차(주),쏘나타(SONATA),2019
2021-10-01,테슬라코리아 유한회사,Model Y Long Range,2021
2021-09-30,기아주식회사,셀토스,2020
2021-09-30,폭스바겐그룹코리아 주식회사,A4 40 TFSI,2021
2021-09-30,현대자동차(주),베뉴(VENUE),2020
2021-09-30,한국지엠(주),스파크 1.0,2016
2021-09-30,기아주식회사,K5,2019
2021-09-30,현대자동차(주),팰리세이드(PALISADE),2021
2021-09-30,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2016
2021-09-30,혼다코리아(주),ODYSSEY,2020
2021-09-30,기아주식회사,카니발 리무진,2022
2021-09-30,기아주식회사,카니발 리무진,2022
2021-09-30,르노코리아자동차 주식회사,QM6,2018
2021-09-30,현대자동차(주),팰리세이드(PALISADE),2022
2021-09-30,기아주식회사,니로 하이브리드,2020
2021-09-30,기아주식회사,니로 하이브리드,2020
2021-09-30,기아주식회사,카니발 리무진,2021
2021-09-30,기아주식회사,K5,2013
2021-09-29,비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2016
2021-09-29,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-09-29,현대자동차(주),아반떼(AVANTE),2020
2021-09-29,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2019
2021-09-29,비엠더블유코리아(주),BMW X5 xDrive30d,2018
2021-09-29,기아주식회사,쏘렌토 하이브리드,2021
2021-09-29,기아주식회사,니로 EV,2019
2021-09-29,비엠더블유코리아(주),BMW X6 xDrive30d,2011
2021-09-28,기아주식회사,스포티지,2018
2021-09-29,(주)한국쓰리축,한국쓰리축4.5톤트럭,2017
2021-09-29,(주)한국쓰리축,한국쓰리축4.5톤트럭,2017
2021-09-29,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2021-09-29,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-09-29,(주)한국쓰리축,한국쓰리축6.5톤트럭,2017
2021-09-29,볼보트럭코리아(주),FL 카고,2017
2021-09-29,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-28,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2016
2021-09-28,(주)한성특장,한성9.5톤카고,2022
2021-09-29,현대자동차(주),아이오닉5 (IONIQ5),2022
2021-09-29,폭스바겐그룹코리아 주식회사,Jetta 2.0 TDI BMT Premium,2015
2021-09-30,(주)한국쓰리축,한국쓰리축6.5톤트럭,2015
2021-09-28,(주)케이씨이피중공업,KCP4톤복합식하수구청소차,2018
2021-09-29,폭스바겐그룹코리아 주식회사,CC 2.0 TDI Blue Motion,2012
2021-09-29,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-09-29,메르세데스벤츠코리아(주),E300,2019
2021-09-29,한국지엠(주),트레일블레이저 1.35 TURBO FWD,2022
2021-09-29,한국지엠(주),트레일블레이저 1.35 TURBO FWD,2022
2021-09-29,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-09-29,기아주식회사,니로 하이브리드,2020
2021-09-29,르노코리아자동차 주식회사,QM6,2017
2021-09-28,기아주식회사,K8 하이브리드,2022
2021-09-28,기아주식회사,니로 하이브리드,2020
2021-09-28,기아주식회사,모하비,2021
2021-09-28,현대자동차(주),베뉴(VENUE),2020
2021-09-28,현대자동차(주),베뉴(VENUE),2020
2021-09-27,현대자동차(주),그랜저(GRANDEUR),2020
2021-09-28,현대자동차(주),베뉴(VENUE),2020
2021-09-27,(주)한성특장,한성8.5톤카고,2022
2021-09-27,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2021-09-28,현대자동차(주),쏘나타(SONATA),2015
2021-09-28,(주)에이엠티코리아,에이엠티2.7톤차량운반트럭,2021
2021-09-28,비엠더블유코리아(주),BMW 530e,2021
2021-09-27,기아주식회사,카니발,2016
2021-09-28,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2021-09-27,(주)한국쓰리축,한국쓰리축4.5톤트럭,2017
2021-09-27,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022
2021-09-27,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2021-09-28,메르세데스벤츠코리아(주),Mercedes-AMG GT43 4MATIC +,2021
2021-09-28,기아주식회사,니로 하이브리드,2020
2021-09-28,현대자동차(주),넥쏘 (NEXO) 수소전기차,2022
2021-09-27,비엠더블유코리아(주),BMW 520d,2016
2021-09-28,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-29,혼다코리아(주),ODYSSEY,2019
2021-09-28,현대자동차(주),베뉴(VENUE),2020
2021-09-28,한국지엠(주),말리부 1.5 TURBO,2017
2021-09-28,기아주식회사,니로 PHEV,2020
2021-09-28,테슬라코리아 유한회사,Model 3 Long Range,2021
2021-09-28,기아주식회사,K5,2014
2021-09-28,한국지엠(주),트랙스 1.6 디젤,2016
2021-09-28,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2013
2021-09-28,기아주식회사,쏘렌토,2016
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2018
2021-09-28,현대자동차(주),그랜저(GRANDEUR),2006
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-09-28,기아주식회사,쏘렌토,2021
2021-09-28,기아주식회사,K5,2013
2021-09-28,비엠더블유코리아(주),BMW 520i Luxury,2020
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX FWD,2019
2021-09-28,현대자동차(주),그랜저(GRANDEUR),2014
2021-09-28,현대자동차(주),싼타페(SANTAFE),2021
2021-09-28,메르세데스벤츠코리아(주),E300,2017
2021-09-28,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2021-09-24,비엠더블유코리아(주),BMW 520d,2018
2021-09-27,테슬라코리아 유한회사,Model Y Long Range,2021
2021-09-28,현대자동차(주),베뉴(VENUE),2020
2021-09-27,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2017
2021-09-28,현대자동차(주),그랜저(GRANDEUR),2016
2021-09-28,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2021-09-27,폭스바겐그룹코리아 주식회사,Golf 1.6 TDI BMT,2015
2021-09-27,폭스바겐그룹코리아 주식회사,Golf 1.6 TDI BMT,2015
2021-09-27,현대자동차(주),제네시스(GENESIS),2015
2021-09-27,르노코리아자동차 주식회사,QM6,2021
2021-09-27,기아주식회사,스팅어,2018
2021-09-27,기아주식회사,모닝,2021
2021-09-27,한국지엠(주),올란도 2.0 LPG,2014
2021-09-27,르노코리아자동차 주식회사,SM6,2016
2021-09-27,기아주식회사,쏘렌토 하이브리드,2021
2021-09-27,현대자동차(주),GV80,2021
2021-09-27,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI 4Motion,2020
2021-09-27,테슬라코리아 유한회사,Model Y Long Range,2021
2021-09-27,혼다코리아(주),ODYSSEY,2020
2021-09-27,한국지엠(주),트레일블레이저 1.35 TURBO FWD,2021
2021-09-28,쌍용자동차(주),코란도,2020
2021-09-27,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-27,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EV,2019
2021-09-27,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2021
2021-09-27,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC Coupe,2021
2021-09-28,쌍용자동차(주),코란도C,2012
2021-09-27,현대자동차(주),에쿠스(EQUUS),2014
2021-09-27,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2016
2021-09-27,혼다코리아(주),ODYSSEY,2019
2021-09-27,르노코리아자동차 주식회사,QM6,2017
2021-09-27,한불모터스(주),Peugeot 308 1.6 Blue-HDi,2016
2021-09-27,비엠더블유코리아(주),BMW X3 xDrive30e,2021
2021-09-27,한국지엠(주),트랙스 1.4,2019
2021-09-23,비엠더블유코리아(주),BMW 320d,2010
2021-09-28,메르세데스벤츠코리아(주),Mercedes-Benz E 300 4MATIC,2020
2021-09-28,메르세데스벤츠코리아(주),Mercedes-Benz E 300 4MATIC,2020
2021-09-27,테슬라코리아 유한회사,Model Y Standard Range,2021
2021-09-23,한국지엠(주),올란도 2.0 LPG,2012
2021-09-27,현대자동차(주),싼타페(SANTAFE),2016
2021-09-27,기아주식회사,쏘렌토,2015
2021-09-23,기아주식회사,스포티지,2016
2021-09-23,현대자동차(주),에쿠스(EQUUS),2014
2021-09-27,혼다코리아(주),ODYSSEY,2020
2021-09-27,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2021-09-27,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-09-27,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2021-09-24,현대자동차(주),아반떼 스포츠(AVANTE SPORT),2017
2021-09-27,혼다코리아(주),ODYSSEY,2021
2021-09-24,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET EQUINOX AWD,2018
2021-09-24,현대자동차(주),G80,2021
2021-09-23,기아주식회사,K5,2012
2021-09-23,다음기술,다음기술팝업캠핑트레일러,2020
2021-09-24,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-09-24,포드세일즈서비스코리아(유),Lincoln Aviator 3.0,2021
2021-09-24,폭스바겐그룹코리아 주식회사,A6 45 TFSI quattro,2021
2021-09-24,기아주식회사,스팅어,2019
2021-09-24,쌍용자동차(주),렉스턴,2021
2021-09-24,르노코리아자동차 주식회사,SM3,2014
2021-09-24,메르세데스벤츠코리아(주),Mercedes-Benz E 250,2020
2021-09-24,(주)볼보자동차코리아,볼보 V60CCT5 AWD,2020
2021-09-24,기아주식회사,K5,2018
2021-09-24,비엠더블유코리아(주),BMW 320d,2015
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2017
2021-09-24,테슬라코리아 유한회사,Model Y Long Range,2021
2021-09-24,현대자동차(주),그랜저(GRANDEUR),2022
2021-09-24,폭스바겐그룹코리아 주식회사,Passat 2.0 TSI,2018
2021-09-24,기아주식회사,쏘렌토,2021
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-09-24,비엠더블유코리아(주),BMW 530e,2021
2021-09-24,한국지엠(주),말리부 1.5 TURBO,2017
2021-09-24,한국지엠(주),말리부 1.5 TURBO,2017
2021-09-24,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2021
2021-09-24,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2021
2021-09-24,테슬라코리아 유한회사,Model Y Long Range,2021
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2021-09-24,기아주식회사,셀토스,2020
2021-09-24,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2017
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2021-09-24,폭스바겐그룹코리아 주식회사,Jetta 1.4 TSI,2021
2021-09-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 3.6,2016
2021-09-23,기아주식회사,K7,2020
2021-09-23,한국지엠(주),올란도 2.0 LPG,2012
2021-09-23,르노코리아자동차 주식회사,SM6,2016
2021-09-23,메르세데스벤츠코리아(주),GLC350 e 4Matic,2018
2021-09-23,폭스바겐그룹코리아 주식회사,A6 45 TFSI,2021
2021-09-23,현대자동차(주),쏘나타(SONATA),2015
